BedrockFileName,JavaFileName,MatchType
ui\world_glyph_color_2x_black_outline.png,No match,No match
ui\world_glyph_desaturated.png,No match,No match
ui\world_screenshot_focus_border.png,No match,No match
ui\world_upgrade.png,No match,No match
ui\Wrenches1.png,No match,No match
ui\wysiwyg_reset.png,No match,No match
ui\xbox4.png,No match,No match
ui\xbox_bumper_left.png,No match,No match
ui\xbox_bumper_right.png,No match,No match
ui\xbox_dpad.png,No match,No match
ui\xbox_dpad_down.png,No match,No match
ui\xbox_dpad_left.png,No match,No match
ui\xbox_dpad_right.png,No match,No match
ui\xbox_dpad_up.png,No match,No match
ui\xbox_face_button_down.png,No match,No match
ui\xbox_face_button_left.png,No match,No match
ui\xbox_face_button_right.png,No match,No match
ui\xbox_face_button_up.png,No match,No match
ui\xbox_left_stick_down.png,No match,No match
ui\xbox_left_stick_left.png,No match,No match
ui\xbox_left_stick_right.png,No match,No match
ui\xbox_left_stick_up.png,No match,No match
ui\xbox_left_trigger.png,No match,No match
ui\xbox_right_trigger.png,No match,No match
ui\xbox_select_button.png,No match,No match
ui\xbox_start_button.png,No match,No match
ui\xbox_stick_left.png,No match,No match
ui\xbox_stick_right.png,No match,No match
ui\xbox_touchpad.png,No match,No match
ui\XTab.png,No match,No match
ui\xyz_axis.png,No match,No match
ui\x_default.png,No match,No match
ui\x_dropdown_default.png,No match,No match
ui\x_dropdown_hover.png,No match,No match
ui\x_hover.png,No match,No match
ui\x_pressed.png,No match,No match
ui\yellowExclamation.png,No match,No match
ui\yellow_banner.png,No match,No match
ui\friendsbutton\navbar-friends-icon.png,No match,No match
ui\game_tip_animations\break-block-mouse.png,No match,No match
ui\game_tip_animations\break-block-touch.png,No match,No match
ui\game_tip_animations\camera-mouse.png,No match,No match
ui\game_tip_animations\camera-touch.png,No match,No match
ui\game_tip_animations\chat-open-mouse.png,No match,No match
ui\game_tip_animations\chat-open-touch.png,No match,No match
ui\game_tip_animations\crafting-table-place-mouse.png,No match,No match
ui\game_tip_animations\crafting-table-place-touch.png,No match,No match
ui\game_tip_animations\crafting-table-use-mouse.png,No match,No match
ui\game_tip_animations\emote-mouse.png,No match,No match
ui\game_tip_animations\emote-touch.png,No match,No match
ui\game_tip_animations\fly-down-mouse.png,No match,No match
ui\game_tip_animations\fly-mouse.png,No match,No match
ui\game_tip_animations\fly-touch.png,No match,No match
ui\game_tip_animations\fly-up-mouse.png,No match,No match
ui\game_tip_animations\hotbar-mouse.png,No match,No match
ui\game_tip_animations\hotbar-touch.png,No match,No match
ui\game_tip_animations\jump-mouse.png,No match,No match
ui\game_tip_animations\movement-mouse.png,No match,No match
ui\game_tip_animations\movement-touch.png,No match,No match
ui\game_tip_animations\movement-ZQSD-mouse.png,No match,No match
ui\game_tip_animations\open-inventory-creative-mouse.png,No match,No match
ui\game_tip_animations\open-inventory-creative-touch.png,No match,No match
ui\game_tip_animations\open-inventory-mouse.png,No match,No match
ui\game_tip_animations\open-inventory-touch.png,No match,No match
ui\game_tip_animations\place-block-mouse.png,No match,No match
ui\game_tip_animations\place-block-touch.png,No match,No match
ui\game_tip_animations\sneak-mouse.png,No match,No match
ui\game_tip_animations\sneak-touch.png,No match,No match
ui\game_tip_animations\stop-fly-mouse.png,No match,No match
ui\game_tip_animations\stop-fly-touch.png,No match,No match
ui\game_tip_animations\stop-sneaking-touch.png,No match,No match
ui\game_tip_animations\swim-mouse.png,No match,No match
ui\game_tip_animations\swim-touch.png,No match,No match
ui\sidebar_icons\addon.png,No match,No match
ui\sidebar_icons\blueheart.png,No match,No match
ui\sidebar_icons\bookmark.png,No match,No match
ui\sidebar_icons\button_panel.png,No match,No match
ui\sidebar_icons\capes.png,No match,No match
ui\sidebar_icons\categories.png,No match,No match
ui\sidebar_icons\character_creator.png,No match,No match
ui\sidebar_icons\classic_skins.png,No match,No match
ui\sidebar_icons\csb_sidebar_icon.png,No match,No match
ui\sidebar_icons\dressing_room_animation.png,No match,No match
ui\sidebar_icons\dressing_room_capes.png,No match,No match
ui\sidebar_icons\dressing_room_customization.png,No match,No match
ui\sidebar_icons\dressing_room_skins.png,No match,No match
ui\sidebar_icons\dr_body.png,No match,No match
ui\sidebar_icons\dr_style.png,No match,No match
ui\sidebar_icons\emotes.png,No match,No match
ui\sidebar_icons\featured.png,No match,No match
ui\sidebar_icons\genre.png,No match,No match
ui\sidebar_icons\marketplace.png,No match,No match
ui\sidebar_icons\menu_threebars.png,No match,No match
ui\sidebar_icons\my_characters.png,No match,No match
ui\sidebar_icons\my_content.png,No match,No match
ui\sidebar_icons\owned_skins_icon.png,No match,No match
ui\sidebar_icons\profile_screen_icon.png,No match,No match
ui\sidebar_icons\promotag.png,No match,No match
ui\sidebar_icons\realms.png,No match,No match
ui\sidebar_icons\realms_plus_skins_icon.png,No match,No match
ui\sidebar_icons\redheart.png,No match,No match
ui\sidebar_icons\rounddonut.png,No match,No match
ui\sidebar_icons\side_drawer_button_hover_focused.png,No match,No match
ui\sidebar_icons\side_drawer_button_selected.png,No match,No match
ui\sidebar_icons\side_drawer_left_panel.png,No match,No match
ui\sidebar_icons\side_panel_button_hover_focused.png,No match,No match
ui\sidebar_icons\side_panel_button_selected.png,No match,No match
ui\sidebar_icons\side_panel_divider.png,No match,No match
ui\sidebar_icons\squaredonut.png,No match,No match
ui\sidebar_icons\star.png,No match,No match
ui\sidebar_icons\unowned_skins_icon.png,No match,No match
ui\sidebar_icons\wish_list.png,No match,No match
ui\subcategory_icons\arms.png,No match,No match
ui\subcategory_icons\back_accessory.png,No match,No match
ui\subcategory_icons\body_size.png,No match,No match
ui\subcategory_icons\bottoms.png,No match,No match
ui\subcategory_icons\capes.png,No match,No match
ui\subcategory_icons\emotes.png,No match,No match
ui\subcategory_icons\eyes.png,No match,No match
ui\subcategory_icons\face_accessory.png,No match,No match
ui\subcategory_icons\facial_hair.png,No match,No match
ui\subcategory_icons\feet.png,No match,No match
ui\subcategory_icons\hair.png,No match,No match
ui\subcategory_icons\hands.png,No match,No match
ui\subcategory_icons\head.png,No match,No match
ui\subcategory_icons\legs.png,No match,No match
ui\subcategory_icons\mouth.png,No match,No match
ui\subcategory_icons\outerwear.png,No match,No match
ui\subcategory_icons\skin_texture.png,No match,No match
ui\subcategory_icons\tops.png,No match,No match
No match,block\acacia_leaves.png,No match
No match,block\bamboo_fence_gate.png,No match
No match,block\bamboo_fence_gate_particle.png,No match
No match,block\bamboo_fence_particle.png,No match
No match,block\bamboo_large_leaves.png,No match
No match,block\bamboo_small_leaves.png,No match
No match,block\beehive_end.png,No match
No match,block\beehive_front.png,No match
No match,block\beehive_front_honey.png,No match
No match,block\bell_bottom.png,No match
No match,block\bell_side.png,No match
No match,block\bell_top.png,No match
No match,block\birch_leaves.png,No match
No match,block\black_stained_glass_pane_top.png,No match
No match,block\blue_stained_glass_pane_top.png,No match
No match,block\brown_stained_glass_pane_top.png,No match
No match,block\bubble_coral_block.png,No match
No match,block\cactus_bottom.png,No match
No match,block\cactus_side.png,No match
No match,block\cactus_top.png,No match
No match,block\chain.png,No match
No match,block\cocoa_stage2.png,No match
No match,block\composter_compost.png,No match
No match,block\composter_ready.png,No match
No match,block\composter_top.png,No match
No match,block\conduit.png,No match
No match,block\cyan_stained_glass_pane_top.png,No match
No match,block\dark_oak_leaves.png,No match
No match,block\debug.png,No match
No match,block\debug2.png,No match
No match,block\dried_kelp_bottom.png,No match
No match,block\fern.png,No match
No match,block\fire_coral_block.png,No match
No match,block\glass_pane_top.png,No match
No match,block\grass_block_side_overlay.png,No match
No match,block\gray_stained_glass_pane_top.png,No match
No match,block\green_stained_glass_pane_top.png,No match
No match,block\grindstone_pivot.png,No match
No match,block\grindstone_round.png,No match
No match,block\grindstone_side.png,No match
No match,block\jungle_leaves.png,No match
No match,block\kelp.png,No match
No match,block\kelp_plant.png,No match
No match,block\large_fern_top.png,No match
No match,block\light_blue_stained_glass_pane_top.png,No match
No match,block\light_gray_stained_glass_pane_top.png,No match
No match,block\lilac_bottom.png,No match
No match,block\lilac_top.png,No match
No match,block\lime_stained_glass_pane_top.png,No match
No match,block\loom_top.png,No match
No match,block\magenta_stained_glass_pane_top.png,No match
No match,block\mangrove_leaves.png,No match
No match,block\nether_wart_block.png,No match
No match,block\oak_leaves.png,No match
No match,block\observer_back_on.png,No match
No match,block\orange_stained_glass_pane_top.png,No match
No match,block\pale_oak_leaves.png,No match
No match,block\pink_stained_glass_pane_top.png,No match
No match,block\piston_side.png,No match
No match,block\piston_top.png,No match
No match,block\piston_top_sticky.png,No match
No match,block\potted_azalea_bush_side.png,No match
No match,block\potted_flowering_azalea_bush_side.png,No match
No match,block\pumpkin_stem.png,No match
No match,block\pumpkin_top.png,No match
No match,block\purple_glazed_terracotta.png,No match
No match,block\purple_stained_glass_pane_top.png,No match
No match,block\redstone_dust_dot.png,No match
No match,block\redstone_dust_line0.png,No match
No match,block\redstone_dust_line1.png,No match
No match,block\redstone_torch.png,No match
No match,block\red_stained_glass_pane_top.png,No match
No match,block\scaffolding_bottom.png,No match
No match,block\scaffolding_side.png,No match
No match,block\scaffolding_top.png,No match
No match,block\short_grass.png,No match
No match,block\smoker_bottom.png,No match
No match,block\soul_fire_1.png,No match
No match,block\spruce_leaves.png,No match
No match,block\spruce_planks.png,No match
No match,block\stonecutter_saw.png,No match
No match,block\stripped_spruce_log.png,No match
No match,block\sugar_cane.png,No match
No match,block\tall_grass_bottom.png,No match
No match,block\tall_grass_top.png,No match
No match,block\tall_seagrass_bottom.png,No match
No match,block\tall_seagrass_top.png,No match
No match,block\test_block_accept.png,No match
No match,block\test_block_fail.png,No match
No match,block\test_block_log.png,No match
No match,block\test_block_start.png,No match
No match,block\test_instance_block.png,No match
No match,block\tripwire.png,No match
No match,block\water_flow.png,No match
No match,block\water_overlay.png,No match
No match,block\water_still.png,No match
No match,block\white_stained_glass_pane_top.png,No match
No match,block\yellow_stained_glass_pane_top.png,No match
No match,colormap\grass.png,No match
No match,effect\dither.png,No match
No match,entity\banner_base.png,No match
No match,entity\blaze.png,No match
No match,entity\dolphin.png,No match
No match,entity\end_gateway_beam.png,No match
No match,entity\fishing_hook.png,No match
No match,entity\lead_knot.png,No match
No match,entity\minecart.png,No match
No match,entity\phantom.png,No match
No match,entity\phantom_eyes.png,No match
No match,entity\shield_base.png,No match
No match,entity\shield_base_nopattern.png,No match
No match,entity\spider_eyes.png,No match
No match,entity\trident.png,No match
No match,entity\trident_riptide.png,No match
No match,entity\armorstand\wood.png,No match
No match,entity\banner\base.png,No match
No match,entity\banner\border.png,No match
No match,entity\banner\bricks.png,No match
No match,entity\banner\circle.png,No match
No match,entity\banner\creeper.png,No match
No match,entity\banner\cross.png,No match
No match,entity\banner\curly_border.png,No match
No match,entity\banner\diagonal_left.png,No match
No match,entity\banner\diagonal_right.png,No match
No match,entity\banner\diagonal_up_left.png,No match
No match,entity\banner\diagonal_up_right.png,No match
No match,entity\banner\flower.png,No match
No match,entity\banner\globe.png,No match
No match,entity\banner\gradient.png,No match
No match,entity\banner\gradient_up.png,No match
No match,entity\banner\half_horizontal.png,No match
No match,entity\banner\half_horizontal_bottom.png,No match
No match,entity\banner\half_vertical.png,No match
No match,entity\banner\half_vertical_right.png,No match
No match,entity\banner\mojang.png,No match
No match,entity\banner\rhombus.png,No match
No match,entity\banner\skull.png,No match
No match,entity\banner\small_stripes.png,No match
No match,entity\banner\square_bottom_left.png,No match
No match,entity\banner\square_bottom_right.png,No match
No match,entity\banner\square_top_left.png,No match
No match,entity\banner\square_top_right.png,No match
No match,entity\banner\straight_cross.png,No match
No match,entity\banner\stripe_bottom.png,No match
No match,entity\banner\stripe_center.png,No match
No match,entity\banner\stripe_downleft.png,No match
No match,entity\banner\stripe_downright.png,No match
No match,entity\banner\stripe_left.png,No match
No match,entity\banner\stripe_middle.png,No match
No match,entity\banner\stripe_right.png,No match
No match,entity\banner\stripe_top.png,No match
No match,entity\banner\triangles_bottom.png,No match
No match,entity\banner\triangles_top.png,No match
No match,entity\banner\triangle_bottom.png,No match
No match,entity\banner\triangle_top.png,No match
No match,entity\bear\polarbear.png,No match
No match,entity\bed\black.png,No match
No match,entity\bed\blue.png,No match
No match,entity\bed\brown.png,No match
No match,entity\bed\cyan.png,No match
No match,entity\bed\gray.png,No match
No match,entity\bed\green.png,No match
No match,entity\bed\light_blue.png,No match
No match,entity\bed\light_gray.png,No match
No match,entity\bed\lime.png,No match
No match,entity\bed\magenta.png,No match
No match,entity\bed\orange.png,No match
No match,entity\bed\pink.png,No match
No match,entity\bed\purple.png,No match
No match,entity\bed\red.png,No match
No match,entity\bed\white.png,No match
No match,entity\bed\yellow.png,No match
No match,entity\bee\bee_stinger.png,No match
No match,entity\camel\camel.png,No match
No match,entity\cat\black.png,No match
No match,entity\cat\cat_collar.png,No match
No match,entity\cat\siamese.png,No match
No match,entity\cat\tabby.png,No match
No match,entity\cat\white.png,No match
No match,entity\chest\christmas.png,No match
No match,entity\chest\christmas_left.png,No match
No match,entity\chest\christmas_right.png,No match
No match,entity\chest\ender.png,No match
No match,entity\chest\normal.png,No match
No match,entity\chest\normal_left.png,No match
No match,entity\chest\normal_right.png,No match
No match,entity\chest\trapped.png,No match
No match,entity\chest\trapped_left.png,No match
No match,entity\chest\trapped_right.png,No match
No match,entity\conduit\base.png,No match
No match,entity\conduit\break_particle.png,No match
No match,entity\conduit\closed_eye.png,No match
No match,entity\conduit\open_eye.png,No match
No match,entity\conduit\wind.png,No match
No match,entity\conduit\wind_vertical.png,No match
No match,entity\cow\cold_cow.png,No match
No match,entity\enderdragon\dragon.png,No match
No match,entity\enderdragon\dragon_exploding.png,No match
No match,entity\enderdragon\dragon_fireball.png,No match
No match,entity\enderman\enderman.png,No match
No match,entity\enderman\enderman_eyes.png,No match
No match,entity\equipment\camel_saddle\saddle.png,No match
No match,entity\equipment\donkey_saddle\saddle.png,No match
No match,entity\equipment\horse_body\leather.png,No match
No match,entity\equipment\horse_saddle\saddle.png,No match
No match,entity\equipment\humanoid\leather.png,No match
No match,entity\equipment\humanoid\leather_overlay.png,No match
No match,entity\equipment\humanoid_leggings\leather.png,No match
No match,entity\equipment\humanoid_leggings\leather_overlay.png,No match
No match,entity\equipment\llama_body\purple.png,No match
No match,entity\equipment\llama_body\red.png,No match
No match,entity\equipment\mule_saddle\saddle.png,No match
No match,entity\equipment\pig_saddle\saddle.png,No match
No match,entity\equipment\skeleton_horse_saddle\saddle.png,No match
No match,entity\equipment\strider_saddle\saddle.png,No match
No match,entity\equipment\wolf_body\armadillo_scute.png,No match
No match,entity\equipment\wolf_body\armadillo_scute_overlay.png,No match
No match,entity\equipment\zombie_horse_saddle\saddle.png,No match
No match,entity\fish\cod.png,No match
No match,entity\fish\salmon.png,No match
No match,entity\fish\tropical_a.png,No match
No match,entity\fish\tropical_a_pattern_1.png,No match
No match,entity\fish\tropical_a_pattern_2.png,No match
No match,entity\fish\tropical_a_pattern_3.png,No match
No match,entity\fish\tropical_a_pattern_4.png,No match
No match,entity\fish\tropical_a_pattern_5.png,No match
No match,entity\fish\tropical_a_pattern_6.png,No match
No match,entity\fish\tropical_b.png,No match
No match,entity\fish\tropical_b_pattern_1.png,No match
No match,entity\fish\tropical_b_pattern_2.png,No match
No match,entity\fish\tropical_b_pattern_3.png,No match
No match,entity\fish\tropical_b_pattern_4.png,No match
No match,entity\fish\tropical_b_pattern_5.png,No match
No match,entity\fish\tropical_b_pattern_6.png,No match
No match,entity\fox\fox.png,No match
No match,entity\fox\fox_sleep.png,No match
No match,entity\fox\snow_fox.png,No match
No match,entity\fox\snow_fox_sleep.png,No match
No match,entity\frog\warm_frog.png,No match
No match,entity\ghast\ghast_shooting.png,No match
No match,entity\hoglin\hoglin.png,No match
No match,entity\hoglin\zoglin.png,No match
No match,entity\horse\donkey.png,No match
No match,entity\horse\horse_black.png,No match
No match,entity\horse\horse_brown.png,No match
No match,entity\horse\horse_chestnut.png,No match
No match,entity\horse\horse_creamy.png,No match
No match,entity\horse\horse_darkbrown.png,No match
No match,entity\horse\horse_gray.png,No match
No match,entity\horse\horse_skeleton.png,No match
No match,entity\horse\horse_white.png,No match
No match,entity\horse\horse_zombie.png,No match
No match,entity\horse\mule.png,No match
No match,entity\illager\illusioner.png,No match
No match,entity\illager\pillager.png,No match
No match,entity\illager\vindicator.png,No match
No match,entity\iron_golem\iron_golem.png,No match
No match,entity\llama\brown.png,No match
No match,entity\llama\creamy.png,No match
No match,entity\llama\gray.png,No match
No match,entity\llama\white.png,No match
No match,entity\parrot\parrot_blue.png,No match
No match,entity\parrot\parrot_green.png,No match
No match,entity\parrot\parrot_grey.png,No match
No match,entity\parrot\parrot_red_blue.png,No match
No match,entity\parrot\parrot_yellow_blue.png,No match
No match,entity\player\slim\alex.png,No match
No match,entity\player\slim\ari.png,No match
No match,entity\player\slim\efe.png,No match
No match,entity\player\slim\kai.png,No match
No match,entity\player\slim\makena.png,No match
No match,entity\player\slim\noor.png,No match
No match,entity\player\slim\steve.png,No match
No match,entity\player\slim\sunny.png,No match
No match,entity\player\slim\zuri.png,No match
No match,entity\player\wide\alex.png,No match
No match,entity\player\wide\ari.png,No match
No match,entity\player\wide\efe.png,No match
No match,entity\player\wide\kai.png,No match
No match,entity\player\wide\makena.png,No match
No match,entity\player\wide\noor.png,No match
No match,entity\player\wide\steve.png,No match
No match,entity\player\wide\sunny.png,No match
No match,entity\player\wide\zuri.png,No match
No match,entity\projectiles\arrow.png,No match
No match,entity\projectiles\spectral_arrow.png,No match
No match,entity\projectiles\tipped_arrow.png,No match
No match,entity\rabbit\caerbannog.png,No match
No match,entity\sheep\sheep.png,No match
No match,entity\sheep\sheep_wool.png,No match
No match,entity\sheep\sheep_wool_undercoat.png,No match
No match,entity\shield\base.png,No match
No match,entity\shield\border.png,No match
No match,entity\shield\bricks.png,No match
No match,entity\shield\circle.png,No match
No match,entity\shield\creeper.png,No match
No match,entity\shield\cross.png,No match
No match,entity\shield\curly_border.png,No match
No match,entity\shield\diagonal_left.png,No match
No match,entity\shield\diagonal_right.png,No match
No match,entity\shield\diagonal_up_left.png,No match
No match,entity\shield\diagonal_up_right.png,No match
No match,entity\shield\flower.png,No match
No match,entity\shield\globe.png,No match
No match,entity\shield\gradient.png,No match
No match,entity\shield\gradient_up.png,No match
No match,entity\shield\half_horizontal.png,No match
No match,entity\shield\half_horizontal_bottom.png,No match
No match,entity\shield\half_vertical.png,No match
No match,entity\shield\half_vertical_right.png,No match
No match,entity\shield\mojang.png,No match
No match,entity\shield\rhombus.png,No match
No match,entity\shield\skull.png,No match
No match,entity\shield\small_stripes.png,No match
No match,entity\shield\square_bottom_left.png,No match
No match,entity\shield\square_bottom_right.png,No match
No match,entity\shield\square_top_left.png,No match
No match,entity\shield\square_top_right.png,No match
No match,entity\shield\straight_cross.png,No match
No match,entity\shield\stripe_bottom.png,No match
No match,entity\shield\stripe_center.png,No match
No match,entity\shield\stripe_downleft.png,No match
No match,entity\shield\stripe_downright.png,No match
No match,entity\shield\stripe_left.png,No match
No match,entity\shield\stripe_middle.png,No match
No match,entity\shield\stripe_right.png,No match
No match,entity\shield\stripe_top.png,No match
No match,entity\shield\triangles_bottom.png,No match
No match,entity\shield\triangles_top.png,No match
No match,entity\shield\triangle_bottom.png,No match
No match,entity\shield\triangle_top.png,No match
No match,entity\shulker\shulker_purple.png,No match
No match,entity\signs\pale_oak.png,No match
No match,entity\slime\magmacube.png,No match
No match,entity\spider\cave_spider.png,No match
No match,entity\spider\spider.png,No match
No match,entity\squid\glow_squid.png,No match
No match,entity\strider\strider.png,No match
No match,entity\strider\strider_cold.png,No match
No match,entity\turtle\big_sea_turtle.png,No match
No match,entity\villager\profession\armorer.png,No match
No match,entity\villager\profession\butcher.png,No match
No match,entity\villager\profession\cartographer.png,No match
No match,entity\villager\profession\cleric.png,No match
No match,entity\villager\profession\farmer.png,No match
No match,entity\villager\profession\fisherman.png,No match
No match,entity\villager\profession\fletcher.png,No match
No match,entity\villager\profession\leatherworker.png,No match
No match,entity\villager\profession\librarian.png,No match
No match,entity\villager\profession\mason.png,No match
No match,entity\villager\profession\nitwit.png,No match
No match,entity\villager\profession\shepherd.png,No match
No match,entity\villager\profession\toolsmith.png,No match
No match,entity\villager\profession\weaponsmith.png,No match
No match,entity\villager\profession_level\iron.png,No match
No match,entity\villager\type\desert.png,No match
No match,entity\villager\type\jungle.png,No match
No match,entity\villager\type\plains.png,No match
No match,entity\villager\type\savanna.png,No match
No match,entity\villager\type\snow.png,No match
No match,entity\villager\type\swamp.png,No match
No match,entity\villager\type\taiga.png,No match
No match,entity\wolf\wolf_armor_crackiness_high.png,No match
No match,entity\wolf\wolf_armor_crackiness_low.png,No match
No match,entity\wolf\wolf_armor_crackiness_medium.png,No match
No match,entity\wolf\wolf_ashen_tame.png,No match
No match,entity\wolf\wolf_black_tame.png,No match
No match,entity\wolf\wolf_chestnut_tame.png,No match
No match,entity\wolf\wolf_collar.png,No match
No match,entity\wolf\wolf_rusty_tame.png,No match
No match,entity\wolf\wolf_snowy_tame.png,No match
No match,entity\wolf\wolf_spotted_tame.png,No match
No match,entity\wolf\wolf_striped_tame.png,No match
No match,entity\wolf\wolf_tame.png,No match
No match,entity\wolf\wolf_woods_tame.png,No match
No match,entity\zombie\drowned.png,No match
No match,entity\zombie\drowned_outer_layer.png,No match
No match,entity\zombie\husk.png,No match
No match,entity\zombie\zombie.png,No match
No match,entity\zombie_villager\profession\armorer.png,No match
No match,entity\zombie_villager\profession\butcher.png,No match
No match,entity\zombie_villager\profession\cartographer.png,No match
No match,entity\zombie_villager\profession\cleric.png,No match
No match,entity\zombie_villager\profession\farmer.png,No match
No match,entity\zombie_villager\profession\fisherman.png,No match
No match,entity\zombie_villager\profession\fletcher.png,No match
No match,entity\zombie_villager\profession\leatherworker.png,No match
No match,entity\zombie_villager\profession\librarian.png,No match
No match,entity\zombie_villager\profession\mason.png,No match
No match,entity\zombie_villager\profession\nitwit.png,No match
No match,entity\zombie_villager\profession\shepherd.png,No match
No match,entity\zombie_villager\profession\toolsmith.png,No match
No match,entity\zombie_villager\profession\weaponsmith.png,No match
No match,entity\zombie_villager\profession_level\diamond.png,No match
No match,entity\zombie_villager\profession_level\emerald.png,No match
No match,entity\zombie_villager\profession_level\gold.png,No match
No match,entity\zombie_villager\profession_level\iron.png,No match
No match,entity\zombie_villager\profession_level\stone.png,No match
No match,entity\zombie_villager\type\desert.png,No match
No match,entity\zombie_villager\type\jungle.png,No match
No match,entity\zombie_villager\type\plains.png,No match
No match,entity\zombie_villager\type\savanna.png,No match
No match,entity\zombie_villager\type\snow.png,No match
No match,entity\zombie_villager\type\swamp.png,No match
No match,entity\zombie_villager\type\taiga.png,No match
No match,environment\clouds.png,No match
No match,environment\end_sky.png,No match
No match,environment\rain.png,No match
No match,environment\snow.png,No match
No match,font\accented.png,No match
No match,font\ascii.png,No match
No match,font\asciillager.png,No match
No match,font\ascii_sga.png,No match
No match,font\nonlatin_european.png,No match
No match,gui\book.png,No match
No match,gui\demo_background.png,No match
No match,gui\footer_separator.png,No match
No match,gui\header_separator.png,No match
No match,gui\inworld_footer_separator.png,No match
No match,gui\inworld_header_separator.png,No match
No match,gui\inworld_menu_background.png,No match
No match,gui\inworld_menu_list_background.png,No match
No match,gui\menu_background.png,No match
No match,gui\menu_list_background.png,No match
No match,gui\recipe_book.png,No match
No match,gui\advancements\window.png,No match
No match,gui\advancements\backgrounds\adventure.png,No match
No match,gui\advancements\backgrounds\end.png,No match
No match,gui\advancements\backgrounds\husbandry.png,No match
No match,gui\advancements\backgrounds\nether.png,No match
No match,gui\advancements\backgrounds\stone.png,No match
No match,gui\container\anvil.png,No match
No match,gui\container\beacon.png,No match
No match,gui\container\blast_furnace.png,No match
No match,gui\container\brewing_stand.png,No match
No match,gui\container\cartography_table.png,No match
No match,gui\container\crafter.png,No match
No match,gui\container\crafting_table.png,No match
No match,gui\container\dispenser.png,No match
No match,gui\container\enchanting_table.png,No match
No match,gui\container\furnace.png,No match
No match,gui\container\gamemode_switcher.png,No match
No match,gui\container\generic_54.png,No match
No match,gui\container\grindstone.png,No match
No match,gui\container\hopper.png,No match
No match,gui\container\horse.png,No match
No match,gui\container\inventory.png,No match
No match,gui\container\loom.png,No match
No match,gui\container\shulker_box.png,No match
No match,gui\container\smithing.png,No match
No match,gui\container\smoker.png,No match
No match,gui\container\stonecutter.png,No match
No match,gui\container\villager.png,No match
No match,gui\container\creative_inventory\tab_inventory.png,No match
No match,gui\container\creative_inventory\tab_items.png,No match
No match,gui\container\creative_inventory\tab_item_search.png,No match
No match,gui\presets\isles.png,No match
No match,gui\realms\adventure.png,No match
No match,gui\realms\empty_frame.png,No match
No match,gui\realms\experience.png,No match
No match,gui\realms\inspiration.png,No match
No match,gui\realms\new_world.png,No match
No match,gui\realms\no_realms.png,No match
No match,gui\realms\snapshot_realms.png,No match
No match,gui\realms\survival_spawn.png,No match
No match,gui\realms\upload.png,No match
No match,gui\sprites\advancements\box_obtained.png,No match
No match,gui\sprites\advancements\box_unobtained.png,No match
No match,gui\sprites\advancements\challenge_frame_obtained.png,No match
No match,gui\sprites\advancements\challenge_frame_unobtained.png,No match
No match,gui\sprites\advancements\goal_frame_obtained.png,No match
No match,gui\sprites\advancements\goal_frame_unobtained.png,No match
No match,gui\sprites\advancements\tab_above_left.png,No match
No match,gui\sprites\advancements\tab_above_left_selected.png,No match
No match,gui\sprites\advancements\tab_above_middle.png,No match
No match,gui\sprites\advancements\tab_above_middle_selected.png,No match
No match,gui\sprites\advancements\tab_above_right.png,No match
No match,gui\sprites\advancements\tab_above_right_selected.png,No match
No match,gui\sprites\advancements\tab_below_left.png,No match
No match,gui\sprites\advancements\tab_below_left_selected.png,No match
No match,gui\sprites\advancements\tab_below_middle.png,No match
No match,gui\sprites\advancements\tab_below_middle_selected.png,No match
No match,gui\sprites\advancements\tab_below_right.png,No match
No match,gui\sprites\advancements\tab_below_right_selected.png,No match
No match,gui\sprites\advancements\tab_left_bottom.png,No match
No match,gui\sprites\advancements\tab_left_bottom_selected.png,No match
No match,gui\sprites\advancements\tab_left_middle.png,No match
No match,gui\sprites\advancements\tab_left_middle_selected.png,No match
No match,gui\sprites\advancements\tab_left_top.png,No match
No match,gui\sprites\advancements\tab_left_top_selected.png,No match
No match,gui\sprites\advancements\tab_right_bottom.png,No match
No match,gui\sprites\advancements\tab_right_bottom_selected.png,No match
No match,gui\sprites\advancements\tab_right_middle.png,No match
No match,gui\sprites\advancements\tab_right_middle_selected.png,No match
No match,gui\sprites\advancements\tab_right_top.png,No match
No match,gui\sprites\advancements\tab_right_top_selected.png,No match
No match,gui\sprites\advancements\task_frame_obtained.png,No match
No match,gui\sprites\advancements\task_frame_unobtained.png,No match
No match,gui\sprites\advancements\title_box.png,No match
No match,gui\sprites\boss_bar\blue_background.png,No match
No match,gui\sprites\boss_bar\blue_progress.png,No match
No match,gui\sprites\boss_bar\green_background.png,No match
No match,gui\sprites\boss_bar\green_progress.png,No match
No match,gui\sprites\boss_bar\notched_10_background.png,No match
No match,gui\sprites\boss_bar\notched_10_progress.png,No match
No match,gui\sprites\boss_bar\notched_12_background.png,No match
No match,gui\sprites\boss_bar\notched_12_progress.png,No match
No match,gui\sprites\boss_bar\notched_20_background.png,No match
No match,gui\sprites\boss_bar\notched_20_progress.png,No match
No match,gui\sprites\boss_bar\notched_6_background.png,No match
No match,gui\sprites\boss_bar\notched_6_progress.png,No match
No match,gui\sprites\boss_bar\pink_progress.png,No match
No match,gui\sprites\boss_bar\purple_background.png,No match
No match,gui\sprites\boss_bar\purple_progress.png,No match
No match,gui\sprites\boss_bar\red_background.png,No match
No match,gui\sprites\boss_bar\red_progress.png,No match
